	attr_conc.max	attr_conc.mean	attr_conc.median	attr_conc.min	attr_conc.sd	attr_ent.max	attr_ent.mean	attr_ent.median	attr_ent.min	attr_ent.sd	attr_to_inst	cat_to_num	cor.max	cor.mean	cor.median	cor.min	cor.sd	cov.max	cov.mean	cov.median	cov.min	cov.sd	eigenvalues.max	eigenvalues.mean	eigenvalues.median	eigenvalues.min	eigenvalues.sd	g_mean.max	g_mean.mean	g_mean.median	g_mean.min	g_mean.sd	h_mean.max	h_mean.mean	h_mean.median	h_mean.min	h_mean.sd	inst_to_attr	iq_range.max	iq_range.mean	iq_range.median	iq_range.min	iq_range.sd	kurtosis.max	kurtosis.mean	kurtosis.median	kurtosis.min	kurtosis.sd	mad.max	mad.mean	mad.median	mad.min	mad.sd	max.max	max.mean	max.median	max.min	max.sd	mean.max	mean.mean	mean.median	mean.min	mean.sd	median.max	median.mean	median.median	median.min	median.sd	min.max	min.mean	min.median	min.min	min.sd	nr_attr	nr_bin	nr_cat	nr_cor_attr	nr_inst	nr_norm	nr_num	nr_outliers	num_to_cat	range.max	range.mean	range.median	range.min	range.sd	sd.max	sd.mean	sd.median	sd.min	sd.sd	skewness.max	skewness.mean	skewness.median	skewness.min	skewness.sd	sparsity.max	sparsity.mean	sparsity.median	sparsity.min	sparsity.sd	t_mean.max	t_mean.mean	t_mean.median	t_mean.min	t_mean.sd	var.max	var.mean	var.median	var.min	var.sd	id_experimento	reducao
1	0.5000000097144512	0.3020176644745554	0.5	-1.0430108945720265e-07	0.23780754491982803	1.8390666067246202	0.4276965178951386	0.0	0.0	0.623851082982949	0.5294117647058824	0.38461538461538464	1.0	0.18044080979756175	0.15839698777049718	0.0060406698024396185	0.14374582461352478	2.3475935828877006	0.09253309660191782	0.021390374331550818	0.0008912655971479481	0.2821867518879336	63.95065510344197	2.925598697977214	0.09077929039721784	2.7300063107617825e-17	13.304092870245452	5.755415900944443	1.1876203752215333	1.6647368194286416	0.0	1.3423250642649138	2.7956653405936036	1.0241228500408908	1.5813953488372094	0.0	0.9501977856641702	1.8888888888888888	16.75	1.0869565217391304	0.0	0.0	3.4448649990471436	27.17387543252598	3.006451014804799	-0.5905476443971258	-2.0448745674740483	8.2897283152118	12.6021	0.5479173913043478	0.0	0.0	2.627719497388662	22.0	2.4782608695652173	2.0	1.0	4.294495051462461	9.970588235294118	1.5907928388746806	1.7352941176470589	0.029411764705882353	1.9678309595579198	9.5	1.6304347826086956	2.0	0.0	1.920093459517175	1.0	0.5652173913043478	1.0	0.0	0.5068698018697018	18	14	5	0.035573122529644265	34	0.0	13	13	2.6	21.0	1.9130434782608696	1.0	1.0	4.1660210303473555	7.975284906538666	0.724410176741781	0.4305615452020461	0.1714985851425087	1.5842844335080972	5.326544291484984	-0.7017776850783626	-1.0199555790664994	-5.326544291484985	2.1287044799682526	0.48484848484848486	0.4228395061728395	0.48484848484848486	0.05555555555555556	0.1277077790550065	9.409090909090908	1.6166007905138342	1.8636363636363635	0.0	1.8762837371953256	63.60516934046345	2.925598697977214	0.18538324420677357	0.029411764705882307	13.227914279440695	29	0.1
1	0.5000000124900087	0.3368066793576237	0.5	-3.602779160371213e-07	0.23211696541781562	1.6376181557826561	0.38897479323203865	0.0	0.0	0.6119743690088625	0.4864864864864865	0.38461538461538464	1.0	0.16910568687512023	0.12365680446706247	0.0022652511759148467	0.14428842829184813	2.100600600600601	0.07555607555607556	0.018018018018018018	0.0007507507507507474	0.22742737438848273	44.52752263879029	2.175743925743925	0.0956817089505326	3.803451624605922e-17	9.461161580900082	5.309115708336955	1.2116635196963954	1.6429396705090191	0.0	1.274385093683871	3.0211608873411646	1.0686338737788608	1.5580673758865249	0.0	0.9577142989385864	2.0555555555555554	12.0	0.9545454545454546	0.0	0.0	2.5161813987009825	30.159970781592428	5.397947846422546	-0.6971720755504536	-2.0282645125252445	12.321954662961454	5.9304	0.26956363636363634	0.0	0.0	1.2643655282753123	22.0	2.5454545454545454	2.0	1.0	4.383163379583427	8.35135135135135	1.5884520884520883	1.7162162162162162	0.02702702702702703	1.662649828915771	5.0	1.5	2.0	0.0	1.1443442705426587	1.0	0.5909090909090909	1.0	0.0	0.5032362797401965	18	14	5	0.030303030303030304	37	0.0	13	12	2.6	21.0	1.9545454545454546	1.0	1.0	4.259189199917356	6.650882214731684	0.6778634032951767	0.43495883620083997	0.16439898730535726	1.3408844435274823	5.5984520001283835	-1.1102103294536596	-0.922091747621067	-5.598452000128384	2.494575218752132	0.4861111111111111	0.42833259847148736	0.4861111111111111	0.04563492063492063	0.12334412567277672	7.521739130434782	1.6067193675889329	1.8478260869565217	0.0	1.5275828212746179	44.23423423423423	2.1757439257439253	0.18918918918918914	0.027027027027027015	9.394413339539415	29	0.11
1	0.5000000097144512	0.3368320859799496	0.5	-1.9551286342507855e-07	0.23199028595796442	1.8362465714519394	0.45426122568239496	0.0	0.0	0.6337613631972588	0.43902439024390244	0.38461538461538464	1.0	0.17420811951160306	0.1402223568771817	0.00458734902135969	0.13684818822185943	1.9036585365853669	0.08120360551431602	0.018902439024390254	0.000609756097560956	0.22807109450970195	50.46530318029636	2.3370625662778366	0.07887730797754808	-1.4573333766324006e-17	10.49304759572413	5.461073238491368	1.171930265568183	1.6327648992865693	0.0	1.2979507410053694	2.9861394736370146	1.0285596070163734	1.5471698113207546	0.0	0.9668309718257452	2.2777777777777777	11.0	0.9130434782608695	0.0	0.0	2.254551829648006	34.14455681142178	4.7952930774390525	-0.2998876330226712	-1.9907088890613194	10.76572932197273	5.9304	0.25784347826086956	0.0	0.0	1.2365738811240756	22.0	2.4782608695652173	2.0	1.0	4.294495051462461	8.78048780487805	1.546129374337222	1.7073170731707317	0.04878048780487805	1.7383268618235714	5.0	1.434782608695652	2.0	0.0	1.1609591237233643	1.0	0.5652173913043478	1.0	0.0	0.5068698018697018	18	14	5	0.02766798418972332	41	0.0	13	12	2.6	21.0	1.9130434782608696	1.0	1.0	4.1660210303473555	7.08347441275096	0.6746331540743936	0.41905817746174695	0.15617376188860602	1.4026671265701744	4.037091796542017	-1.0242605490606191	-0.8781596969351787	-5.942221184054281	2.4090950201714754	0.48750000000000004	0.4251322751322751	0.48750000000000004	0.04821428571428571	0.1291303253352337	7.84	1.554782608695652	1.84	0.0	1.5927702270093544	50.17560975609756	2.337062566277836	0.17560975609756102	0.024390243902439008	10.428841559294979	29	0.12
1	0.5000000074014868	0.2974310761066173	0.5	-4.302327561078266e-07	0.24151694664263143	1.8622919467108126	0.4172661093436995	0.0	0.0	0.6518546413568136	0.4090909090909091	0.38461538461538464	0.9999999999999998	0.16255840756298995	0.12990381056766562	0.0	0.13894953630979343	1.928118393234672	0.07229524772497473	0.017970401691331937	0.0	0.21082903824677937	51.60503761218354	2.3865015166835177	0.09381210261626664	-9.653110456375359e-18	10.73055894728889	4.858828643983107	1.153286541173332	1.629631141080156	0.0	1.2190707998840524	2.639317710485291	1.0225384027020055	1.5438596491228072	0.0	0.9507070780442543	2.4444444444444446	11.5	0.8586956521739131	0.0	0.0	2.3679033770747604	37.1348140495868	5.042416743975607	-0.4269506562955745	-2.0370286005167424	12.940799946755506	8.8956	0.3867652173913044	0.0	0.0	1.8548608216861149	22.0	2.4782608695652173	2.0	1.0	4.294495051462461	8.272727272727273	1.5247035573122527	1.7045454545454546	0.022727272727272728	1.6502355238451039	7.0	1.5217391304347827	2.0	0.0	1.4730785703105929	2.0	0.6086956521739131	1.0	0.0	0.583027399541909	18	15	5	0.03162055335968379	44	0.0	13	14	2.6	21.0	1.8695652173913044	1.0	1.0	4.170288281141495	7.166990339643358	0.6784393391948076	0.4239151057857211	0.1507556722888818	1.4190761452674687	6.187835094402741	-0.7984499839440775	-0.8662508039356398	-6.187835094402741	2.5587702380374	0.4883720930232558	0.4353143841515934	0.4883720930232558	0.04496124031007751	0.1276075263845562	7.035714285714286	1.5155279503105592	1.8214285714285714	0.0	1.45880452138195	51.36575052854122	2.3865015166835186	0.17970401691331914	0.022727272727272717	10.677377952753758	29	0.13
1	0.5000000097144512	0.22753112548814938	0.07097784660955689	-4.602176186181397e-07	0.23543673430987933	1.5304343233671327	0.372184491038525	0.0	0.0	0.5705393518504398	0.3829787234042553	0.38461538461538464						1.6595744680851066	0.06537644473533143	0.014801110083256238	0.0	0.2055738586357208	43.77092570741865	2.0362788078671126	0.08794052046551297	-5.10503730009783e-18	9.099057666937625	5.938661740054382	1.19435621458024	1.651073396905008	0.0	1.3730050309746658	3.389027464276335	1.0486671768210472	1.5666666666666667	0.0	1.0100272379430457	2.611111111111111	9.5	0.8260869565217391	0.0	0.0	1.9517398744580194						7.412999999999999	0.3223043478260869	0.0	0.0	1.545717351405095	22.0	2.4782608695652173	2.0	1.0	4.294495051462461	8.872340425531915	1.5504162812210915	1.7234042553191489	0.02127659574468085	1.7589558990730811	7.0	1.565217391304348	2.0	0.0	1.4405203276001517	2.0	0.6086956521739131	1.0	0.0	0.583027399541909	18	13	5	0.023715415019762844	47	1.0	13	11	2.6	21.0	1.8695652173913044	1.0	0.0	4.181173691529112	6.595838679166671	0.6353540829851896	0.4279763279438432	0.0	1.3064506380635548						1.0	0.45534276512537386	0.4891304347826087	0.05124223602484472	0.1865597773896414	8.137931034482758	1.571214392803598	1.8620689655172413	0.0	1.6419543422198286	43.50508788159113	2.0362788078671126	0.18316373728029606	0.0	9.040265173641856	29	0.14
1	0.5000000097144512	0.27599586426436973	0.45858060496079267	-3.2653632671401656e-08	0.2343085990706539	1.7956187520801747	0.5162675310486207	0.11934225567550069	0.0	0.6395318804440036	0.35294117647058826	0.38461538461538464	0.9999999999999999	0.16060549531308158	0.11766220120615357	0.0032564480451291985	0.14483932193356355	2.1305882352941183	0.08150042625745951	0.017254901960784327	0.00039215686274510025	0.25417997821046484	43.43665603186158	2.026427962489343	0.09754610084840935	8.36559255972721e-17	9.028320260681248	4.689813379540597	1.1375211753445142	1.5659724411750868	0.0	1.1878636948450956	2.589762745885827	1.011227116925768	1.4782608695652173	0.0	0.9346212940022873	2.8333333333333335	13.0	0.9782608695652174	0.0	0.0	2.6649162568693376	44.116493656286046	3.8441182437920483	-0.20168816189577443	-1.9650110459083137	10.265167702661618	5.9304	0.25784347826086956	0.0	0.0	1.2365738811240756	22.0	2.4782608695652173	2.0	1.0	4.294495051462461	7.764705882352941	1.5004262574595055	1.6470588235294117	0.058823529411764705	1.5480588817145717	5.0	1.434782608695652	2.0	0.0	1.160959123723364	1.0	0.5652173913043478	1.0	0.0	0.5068698018697018	18	14	5	0.03952569169960474	51	0.0	13	12	2.6	21.0	1.9130434782608696	1.0	1.0	4.1660210303473555	6.559232379765538	0.6558497623750756	0.4153902016271486	0.14002800840280097	1.2918388618322982	3.6402483197671844	-0.924047562111901	-0.5974447909535376	-6.726835697781617	2.246318765936813	0.49	0.4276666666666667	0.49	0.048	0.12933676971379793	6.741935483870968	1.497896213183731	1.7419354838709677	0.0	1.3984675480737725	43.023529411764684	2.0264279624893424	0.1725490196078432	0.0196078431372549	8.937432247381137	29	0.15
1	0.5000000097144512	0.2276599157141438	0.07245402477091444	-5.301889734164223e-07	0.23576166834594464	1.6397950721627081	0.5657883796306096	0.32247484981629476	0.0	0.6270677118526874	0.3333333333333333	0.38461538461538464	0.9999999999999998	0.1555678603045541	0.1275360818732117	0.001195548888544041	0.1358990026618966	1.9161425576519924	0.07080155764186391	0.014675052410901465	0.0003494060097833488	0.21573758189566244	44.15451960043155	1.9862858141160038	0.09116954842952799	-2.0621321199174917e-17	8.98346150803895	4.280914688689707	1.052238217464725	1.5279384924494934	0.0	1.1193193283826386	2.3548802712822443	0.9362675507463493	1.4410247286959614	0.0	0.9014355929211039	3.0	12.0	0.9583333333333334	0.5	0.0	2.404328825566352	47.110082304526784	7.505483977615246	-0.619748839938542	-2.0314012119567675	16.61020488040951	5.9304	0.2471	0.0	0.0	1.2105378308834467	22.0	2.4166666666666665	2.0	1.0	4.210924370963104	7.444444444444445	1.4074074074074074	1.6111111111111112	0.018518518518518517	1.481592185879884	5.0	1.375	2.0	0.0	1.1726039399558574	1.0	0.5416666666666666	1.0	0.0	0.5089773777040516	18	13	5	0.021739130434782608	54	0.0	13	12	2.6	21.0	1.875	1.0	1.0	4.078709301386579	6.620912171855281	0.6437628123831252	0.44622928974053466	0.1360827634879543	1.2807016781267886	6.945261040237076	-0.4677661036673504	-0.44730866284975834	-6.945261040237076	3.0751672612004297	0.49056603773584906	0.4188679245283019	0.49056603773584906	0.04905660377358491	0.13057174738755642	6.235294117647059	1.397058823529412	1.6764705882352942	0.0	1.3006114681424419	43.83647798742141	1.9862858141160042	0.19933612858141161	0.018518518518518514	8.914555193767654	29	0.16
1	0.5000000097144512	0.26087786258498263	0.3607287045038686	-1.8055559291786377e-07	0.24162696270539968	1.7656208630340393	0.5219245187613603	0.14873612445964485	0.0	0.6376212640794706	0.3157894736842105	0.38461538461538464						1.4119674185463653	0.05425751879699248	0.01456766917293231	0.0	0.1570282152072366	40.779171848079535	1.767894736842105	0.08304997216515726	-2.776908783244236e-17	8.129121471240063	5.97811306989911	1.094730114637567	1.5682143941138804	0.0	1.3567559484100122	3.3576125065947657	0.9568558612680687	1.4805194805194806	0.0	0.9987924642416801	3.1666666666666665	11.0	0.76	0.0	0.0	2.184795947756525						8.8956	0.355824	0.0	0.0	1.7791199999999998	22.0	2.36	2.0	1.0	4.131989028704377	8.912280701754385	1.4203508771929825	1.6491228070175439	0.017543859649122806	1.741343920608728	8.0	1.44	2.0	0.0	1.6350331291240963	2.0	0.56	1.0	0.0	0.5830951894845301	18	11	5	0.013333333333333334	57	1.0	13	15	2.6	21.0	1.8	1.0	0.0	4.010403138505321	6.370357418079869	0.6009234310404341	0.4113063728303111	0.0	1.2105378310851036						1.0	0.43805803571428575	0.49107142857142855	0.04575892857142857	0.19136724764633167	8.4	1.4434285714285715	1.7428571428571429	0.0	1.6798955263919948	40.58145363408521	1.767894736842105	0.16917293233082686	0.0	8.086694457437131	29	0.17
1	0.5000000074014868	0.2970418878662858	0.5	-2.871307420025507e-07	0.24163267795657106	1.8360075993763567	0.4714388609959374	0.0	0.0	0.6517642443858381	0.29508196721311475	0.38461538461538464						1.8710382513661192	0.0636671418389166	0.014480874316939885	0.0	0.21310375471223988	47.04095493317503	2.100227686703097	0.10761087799505425	-6.878990161158287e-18	9.573559544212868	4.198428346587935	1.0621890258799895	1.5844231778517468	0.0	1.1181058884527515	2.2742373362044908	0.9489542937873292	1.4969888587774767	0.0	0.9111076205779247	3.388888888888889	11.0	0.9583333333333334	1.0	0.0	2.1964233112765035						5.9304	0.2471	0.0	0.0	1.2105378308834467	22.0	2.4166666666666665	2.0	1.0	4.210924370963104	7.475409836065574	1.4146174863387977	1.6639344262295084	0.01639344262295082	1.4933922687088643	5.0	1.375	2.0	0.0	1.1726039399558574	2.0	0.5833333333333334	1.0	0.0	0.5835920751217648	18	12	5	0.018115942028985508	61	1.0	13	10	2.6	21.0	1.8333333333333333	1.0	0.0	4.093119004916153	6.8376569022266915	0.6382502839272873	0.44353276257274354	0.0	1.3290850445926425						1.0	0.44757147498375566	0.49166666666666664	0.0368421052631579	0.1904936993086163	5.972972972972973	1.3873873873873872	1.7702702702702702	0.0	1.2731713419994382	46.75355191256831	2.1002276867030965	0.19672131147540967	0.0	9.511560868546141	29	0.18
1	0.5000000074014868	0.3354972805111385	0.5	-9.770116263827289e-08	0.2337705613784601	1.8424558342068216	0.41000300666708944	0.0	0.0	0.6184936159697116	0.28125	0.38461538461538464	0.9999999999999999	0.1506544788423141	0.10728412736822167	0.0022358791929368302	0.1371415198374141	1.757440476190476	0.06778381642512078	0.016865079365079364	0.000496031746031746	0.20475063493133178	49.716049751956525	2.3052536231884058	0.09887687134247793	2.5408586340202235e-18	10.336407217632216	5.071724445809953	1.1489593541073428	1.6104903319492543	0.0	1.239687722225835	2.7474383979958352	1.0128657261611815	1.5238095238095237	0.0	0.9453588535931755	3.5555555555555554	12.25	1.0543478260869565	1.0	0.0	2.490842913347273	57.093017578125	4.556841549904769	-1.1069599157973888	-1.8897759441422064	13.032074110206201	5.9304	0.25784347826086956	0.0	0.0	1.2365738811240756	22.0	2.4782608695652173	2.0	1.0	4.294495051462461	8.40625	1.5190217391304348	1.6875	0.015625	1.6709319008025327	5.0	1.434782608695652	2.0	0.0	1.1609591237233643	1.0	0.5652173913043478	1.0	0.0	0.5068698018697018	18	14	5	0.03952569169960474	64	0.0	13	10	2.6	21.0	1.9130434782608696	1.0	1.0	4.1660210303473555	7.0344249886280625	0.6742831049966147	0.4531634835874829	0.125	1.3909399389458683	7.62890625	-0.5710518107711118	-0.790152227662475	-5.262368675734681	2.5215429567451957	0.49206349206349204	0.4297472075249853	0.49206349206349204	0.047619047619047616	0.12954614784968602	7.25	1.5108695652173914	1.8	0.0	1.4842894322122877	49.48313492063492	2.305253623188406	0.20535714285714285	0.015625	10.284708239133527	29	0.19
